97,1,     ·  What’s one sentence you’d like to hear from your boss?,,,,,,,,,
98,1,     ·  What characteristic do you value the most in your coworkers?,,,,,,,,,
99,1,     ·  What is the most important personal attribute that you bring to your job?,,,,,,,,,
100,1,     ·  What are you most excited about in relation to your job this year?,,,,,,,,,
101,1,"     ·  What’s one work-related skill that you’d like to develop, especially if you could do it easily?",,,,,,,,,
102,1,     ·  What coworker characteristic do you find most irritating?,,,,,,,,,
103,1,     ·  What’s the single most important factor that you would change about your job?,,,,,,,,,
104,1,"     ·  What is the most significant factor, that your organization has control over, that interferes with your success?",,,,,,,,,
105,1,     ·  How much money would you need to win to walk away from your current job?,,,,,,,,,
106,1,     ·  What is one important skill that you think everyone should have?,,,,,,,,,
107,1,     ·  There are now 25 hours in a day! How do you spend your extra hour?,,,,,,,,,
108,1,     ·  What is one of your greatest work-related achievements?,,,,,,,,,
109,1,     ·  What activity helps you relieve stress at work?,,,,,,,,,
110,1,     ·  What class did you take in school that helps you with your job?,,,,,,,,,
111,1,"     ·  Professional, casual or sweatpants? If there were no dress code, how would you dress for work?",,,,,,,,,
112,1,     ·  What “old person” things do you do?,,,,,,,,,
113,1,     ·  How long would you last in a zombie apocalypse?,,,,,,,,,
114,1,     ·  Who is your favorite cartoon character?,,,,,,,,,
115,1,     ·  What is your guilty pleasure?,,,,,,,,,
116,1,     ·  What are your favorite songs from your teenage years that you still rock out to when nobody else is listening?,,,,,,,,,
117,1,     ·  Who was your childhood actor/actress crush?,,,,,,,,,
118,1,     ·  What’s the most embarrassing moment from your teen years?,,,,,,,,,
119,1,     ·  What’s the craziest dare you ever took?,,,,,,,,,
120,1,     ·  What’s the craziest fashion trend you ever rocked?,,,,,,,,,
121,1,     ·  What did you get into the most trouble for with your parents as a kid?,,,,,,,,,
122,1,     ·  What’s your silliest memory with your best friend?,,,,,,,,,
123,1,     ·  What dance move are you secretly awesome at?,,,,,,,,,
124,1,     ·  What commercial jingle gets stuck in your head all the time?,,,,,,,,,
125,1,     ·  What’s the worst haircut you ever had?,,,,,,,,,
126,1,     ·  What’s the best prank you’ve ever played on someone?,,,,,,,,,
127,1,     ·  What’s the most ridiculous thing your parents ever did to embarrass you?,,,,,,,,,
128,1,"     ·  As a kid, did you ever do something wrong but manage to pin it on your siblings?",,,,,,,,,
129,1,     ·  Do you have any pets? What are their names?,,,,,,,,,
130,1,     ·  Are you a cat person or a dog person?,,,,,,,,,
131,1,     ·  What is your spirit animal? (The animal who is most similar to your personality.),,,,,,,,,
132,1,     ·  What is your favorite animal?,,,,,,,,,

